Origin Time,Latitude,Longitude,Depth,Magnitude,Location,Total Fatalities,Total Injuries,Estimated Economic Loss (USD),Buildings Collapsed,Population Density
2020-07-30 21:22:55 IST,30.13,95.08,10,3.9,"221km N of Pangin, Arunachal Pradesh, India",0,7,66794,11,9895
2020-07-30 19:05:45 IST,30.041,95.095,10,4.3,"211km N of Pangin, Arunachal Pradesh, India",1,4,55466,12,8203
2020-07-30 02:50:42 IST,31.28,74.57,11,3.1,"48km SW of Amritsar, Punjab, India",3,7,37147,8,14791
2020-07-30 02:24:33 IST,28.25,88.06,147,4.3,"91km NW of Lachung, Sikkim, India",0,6,86233,14,13341
2020-07-29 22:58:03 IST,29.91,94.64,145,4.3,"206km NNW of Pangin, Arunachal Pradesh, India",0,2,178866,10,10187
2020-07-29 22:54:09 IST,32.67,69.8,86,4.1,"216km SSE of Kabul , Afghanistan",2,3,74727,9,3962
2020-07-29 16:37:19 IST,29.72,95.15,153.1,4.4,"175km N of Pangin, Arunachal Pradesh, India",2,4,45509,10,3965
2020-07-29 14:40:45 IST,36.28,71.08,10,3.6,"102km SSE of Fayzabad, Afghanistan",2,4,132596,10,13239
2020-07-29 11:38:08 IST,25.99,94.96,16,3.6,"57km SE of Mokokchung, Nagaland, India",4,5,108640,8,8800
2020-07-29 05:59:52 IST,25.58,94.19,5,2.8,"13km SE of Kohima, Nagaland, India",3,7,-5965,8,11849
2020-07-29 01:19:45 IST,19.964,72.843,6,2.8,"98km N of Mumbai, Maharashtra, India",1,3,133117,5,6775
2020-07-28 23:06:13 IST,36.7,70.16,176,3.1,"56km SW of Fayzabad, Afghanistan",3,3,206423,13,1590
2020-07-28 20:08:52 IST,23.22,93.26,10,4.4,"27km SSW of Champhai, Mizoram, India",1,6,-30026,10,5023
2020-07-28 15:37:34 IST,36.47,70.9,10,3.9,"76km SSE of Fayzabad, Afghanistan",3,3,38214,8,2459
2020-07-28 15:11:04 IST,36.75,71.21,10,4.8,"70km ESE of Fayzabad, Afghanistan",3,9,-42426,8,11738
2020-07-28 09:02:55 IST,30.21,94.65,154,4.8,"237km NNW of Pangin, Arunachal Pradesh, India",2,7,96234,13,10522
2020-07-28 01:04:15 IST,24.56,94.55,60,3,"42km S of Ukhrul, Manipur, India",3,5,149519,13,1371
2020-07-27 13:41:21 IST,32.592,76.346,10,3.1,"41km N of Dharamshala, Himachal Pradesh, India",2,6,105275,10,9339
2020-07-27 11:20:26 IST,30.08,94.56,30,4.6,"226km NNW of Pangin, Arunachal Pradesh, India",3,6,169599,6,13118
2020-07-27 10:59:44 IST,32.574,67.136,10,5.4,"292km SW of Kabul , Afghanistan",1,3,141527,11,10475
2020-07-27 06:48:33 IST,25.09,95.04,10,4.1,"59km ENE of Ukhrul, Manipur, India",3,8,185107,10,7691
2020-07-27 03:31:25 IST,0.73,98.71,10,4.9,"425km SW of Kuala Lumpur, Malaysia",2,10,158010,10,4712
2020-07-26 23:39:36 IST,30.69,95.73,10,3.8,"286km N of Pangin, Arunachal Pradesh, India",4,6,79852,12,13312
2020-07-26 21:01:04 IST,33.38,93,10,4.2,"621km NNW of Pangin, Arunachal Pradesh, India",3,7,103336,9,6370
2020-07-26 17:13:53 IST,36.01,71.163,85,4.2,"133km SSE of Fayzabad, Afghanistan",1,2,56566,15,12838
2020-07-25 21:28:55 IST,29.2,94.29,160,4.2,"141km NNW of Basar, Arunachal Pradesh, India",1,5,88467,10,11755
2020-07-25 11:44:43 IST,37.66,75.82,10,3.9,"346km N of Kargil, Laddakh, India",2,8,103091,8,12252
2020-07-25 05:52:00 IST,23.03,94.38,95,4,"117km ESE of Champhai, Mizoram, India",4,6,95754,7,14847
2020-07-24 19:04:30 IST,30.25,94.78,10,4.5,"239km NNW of Pangin, Arunachal Pradesh, India",2,2,167112,16,11243
2020-07-24 16:07:36 IST,28.12,65.16,10,5,"757km NNW of Dwarka, Gujarat, India",3,3,83491,9,558
2020-07-24 11:16:00 IST,23.27,93.53,10,3.8,"29km SE of Champhai, Mizoram, India",1,10,53395,10,3121
2020-07-24 11:08:13 IST,26.18,93.04,25,3.5,"58km SSE of Tezpur, Assam, India",2,3,56519,9,576
2020-07-24 06:02:18 IST,29.14,77.18,10,3,"58km N of New Delhi, India",4,4,132755,8,2889
2020-07-24 05:11:19 IST,33.05,75.89,5,3,"89km E of Katra, Jammu and Kashmir, India",4,9,29843,10,968
2020-07-24 00:26:42 IST,19.96,72.83,5,3.1,"98km N of Mumbai, Maharashtra, India",1,2,89940,5,7549
2020-07-23 22:16:11 IST,37.49,68.06,30,4,"134km SSW of Dushanbe, Tajikistan",3,5,166375,10,471
2020-07-23 19:18:11 IST,37.34,69.38,40,3.2,"107km WNW of Fayzabad, Afghanistan",0,1,114629,13,7115
2020-07-23 18:32:53 IST,36.66,71.36,150,4.2,"87km ESE of Fayzabad, Afghanistan",2,5,96269,13,13487
2020-07-23 16:20:17 IST,32.82,86.68,200,4.6,"582km NNE of Kathmandu, Nepal",5,9,98204,12,11241
2020-07-23 11:36:30 IST,38.48,69.35,10,3.2,"49km E of Dushanbe, Tajikistan",1,2,48521,4,14162
2020-07-23 10:31:33 IST,38.59,69.86,30,3.4,"93km E of Dushanbe, Tajikistan",2,5,57143,9,3438
2020-07-23 08:08:06 IST,36.18,71.2,10,3.8,"117km SSE of Fayzabad, Afghanistan",2,6,90240,6,7989
2020-07-23 06:17:31 IST,30.21,96.81,10,4.6,"274km NNE of Pangin, Arunachal Pradesh, India",0,7,113563,16,4812
2020-07-23 03:58:34 IST,33.1,86.73,10,4.5,"613km NNE of Kathmandu, Nepal",3,3,147407,11,7432
2020-07-23 02:51:59 IST,24.69,95.04,10,3.8,"62km ESE of Ukhrul, Manipur, India",1,7,104628,12,8378
2020-07-23 02:20:47 IST,34.6,71.51,10,4.2,"174km NW of Islamabad, Pakistan",4,7,167638,8,590
2020-07-23 01:37:25 IST,33,86.8,10,6.2,"604km NNE of Kathmandu, Nepal",5,6,180259,16,3537
2020-07-23 01:02:07 IST,36.58,70.53,10,3.9,"57km S of Fayzabad, Afghanistan",3,4,139763,9,10586
2020-07-22 22:43:49 IST,39.09,69.29,10,2.9,"73km NE of Dushanbe, Tajikistan",2,10,161249,9,11605
2020-07-22 18:33:08 IST,32.302,76.629,3,2.9,"30km ENE of Dharamshala, Himachal Pradesh, India",0,6,50464,9,8563
2020-07-22 17:22:21 IST,32.301,76.629,5,2.7,"30km ENE of Dharamshala, Himachal Pradesh, India",3,8,42540,6,4098
2020-07-22 14:25:08 IST,36.513,70.819,192,4.2,"69km SSE of Fayzabad, Afghanistan",1,3,125898,3,6106
2020-07-22 11:49:30 IST,33.85,72.28,180,4.1,"73km WNW of Islamabad, Pakistan",1,6,32939,6,1485
2020-07-22 02:02:01 IST,36.53,71.14,196,3.9,"82km SE of Fayzabad, Afghanistan",1,9,85481,12,14300
2020-07-22 01:08:45 IST,36.47,70.95,18,3.8,"78km SSE of Fayzabad, Afghanistan",1,3,138559,5,13036
2020-07-21 11:48:54 IST,30.29,94.8,46,4.5,"243km N of Pangin, Arunachal Pradesh, India",2,7,170668,7,1030
2020-07-21 04:22:58 IST,12.76,95.44,10,4.2,"272km E of Diglipur, Andaman and Nicobar island, India",2,4,87289,11,2539
2020-07-21 00:51:43 IST,30.33,94.75,35,4.6,"248km NNW of Pangin, Arunachal Pradesh, India",1,3,67502,8,8737
2020-07-20 23:55:29 IST,37.42,72.12,204,4.7,"143km ENE of Fayzabad, Afghanistan",0,9,116023,8,3524
2020-07-20 22:02:29 IST,33.01,75.87,5,3.5,"87km E of Katra, Jammu and Kashmir, India",5,4,46322,11,14019
2020-07-20 13:33:50 IST,36.23,69.38,198,4.2,"142km SW of Fayzabad, Afghanistan",0,4,91336,11,11346
2020-07-20 10:32:10 IST,31.13,70.22,30,4.4,"388km SW of Islamabad, Pakistan",0,3,99599,10,4135
2020-07-20 06:06:54 IST,30,93.75,10,4,"242km NNW of Basar, Arunachal Pradesh, India",1,2,98600,9,141
2020-07-20 05:06:43 IST,30.28,94.72,32,4.4,"243km NNW of Pangin, Arunachal Pradesh, India",1,3,104425,8,12001
2020-07-20 03:51:28 IST,36.48,70.7,230,4.3,"70km SSE of Fayzabad, Afghanistan",3,6,58274,10,6390
2020-07-20 03:39:38 IST,23.24,93.29,20,3.2,"24km S of Champhai, Mizoram, India",1,12,63650,11,9653
2020-07-20 02:30:47 IST,24.98,94.63,10,3.5,"16km ENE of Ukhrul, Manipur, India",0,7,62644,13,4340
2020-07-19 21:33:59 IST,17.36,73.92,10,3.5,"80km NNW of Kolhapur, Maharashtra, India",1,4,18995,13,2185
2020-07-19 15:45:50 IST,30.43,94.86,35,4.8,"257km N of Pangin, Arunachal Pradesh, India",4,7,117091,15,10145
2020-07-19 11:53:04 IST,35.94,77.21,40,4.1,"182km NNE of Kargil, Laddakh, India",2,5,144732,14,6782
2020-07-19 10:26:14 IST,21.33,95.3,30,3.7,"93km SW of Burma, Myanmar",0,8,139815,5,3565
2020-07-19 05:28:13 IST,36.41,70.27,10,3.8,"80km SSW of Fayzabad, Afghanistan",3,4,86875,11,2107
2020-07-19 05:03:59 IST,37.33,71.62,10,4.2,"98km ENE of Fayzabad, Afghanistan",1,7,59449,10,8728
2020-07-19 02:44:50 IST,35.41,70.67,10,4.5,"163km NE of Kabul , Afghanistan",1,5,137215,12,10896
2020-07-19 02:06:55 IST,29.9,95.19,10,3.1,"195km N of Pangin, Arunachal Pradesh, India",0,2,131946,13,4294
2020-07-19 01:36:49 IST,37.29,74.76,10,3.9,"328km NNW of Kargil, Laddakh, India",3,4,110871,10,11040
2020-07-19 00:24:30 IST,37.39,74.64,10,4.3,"342km NNW of Kargil, Laddakh, India",1,6,187215,12,2787
2020-07-19 00:08:21 IST,21.81,97.21,10,4.4,"72km NNE of Lawksawk, Myanmar",0,6,98678,11,5109
2020-07-18 23:57:59 IST,36.99,71.37,90,3.6,"73km E of Fayzabad, Afghanistan",2,4,87155,9,11185
2020-07-18 20:31:36 IST,23.31,93.48,10,3.5,"22km SE of Champhai, Mizoram, India",3,3,80009,5,9919
2020-07-18 18:15:49 IST,37.28,71.95,130,4.3,"125km E of Fayzabad, Afghanistan",1,4,21956,0,4094
2020-07-18 04:25:41 IST,24.74,92.6,63,4,"60km NE of Dharmanagar, Tripura, India",5,5,133066,7,1875
2020-07-18 02:21:21 IST,36.69,71.33,190,4.7,"83km ESE of Fayzabad, Afghanistan",3,7,94725,15,684
2020-07-18 00:03:00 IST,11.77,95.17,10,5.7,"266km E of Portblair, Andaman and Nicobar island, India",3,10,125496,11,12576
2020-07-17 23:15:28 IST,11.48,95.42,10,4.5,"293km E of Portblair, Andaman and Nicobar island, India",4,7,192093,3,1173
2020-07-17 22:35:35 IST,23.19,93.27,80,3.7,"30km S of Champhai, Mizoram, India",1,5,80462,12,1766
2020-07-17 22:03:58 IST,23.29,93.35,78,5.1,"18km S of Champhai, Mizoram, India",2,3,-16900,14,3603
2020-07-17 20:12:52 IST,8.87,95.49,185,5,"270km NE of Campbell Bay, Andaman and Nicobar island, India",2,4,124053,5,6712
2020-07-17 19:33:42 IST,11.91,95.14,10,5.6,"264km E of Portblair, Andaman and Nicobar island, India",2,4,108342,3,11857
2020-07-17 18:59:04 IST,11.47,95.12,62.3,5.1,"261km E of Portblair, Andaman and Nicobar island, India",2,8,63377,11,3749
2020-07-17 15:56:42 IST,23.17,93.22,10,4.2,"33km SSW of Champhai, Mizoram, India",3,8,119863,13,8175
2020-07-17 15:31:01 IST,35.39,69.42,150,4.6,"94km N of Kabul , Afghanistan",3,4,139304,8,1401
2020-07-17 11:07:36 IST,11.85,95.65,10,4.5,"319km E of Portblair, Andaman and Nicobar island, India",2,4,52669,9,6994
2020-07-17 10:31:14 IST,11.73,95.02,10,4.8,"250km E of Portblair, Andaman and Nicobar island, India",3,8,84933,12,2705
2020-07-17 04:55:36 IST,32.99,75.88,5,3.9,"88km E of Katra, Jammu and Kashmir, India",1,4,173837,15,3207
2020-07-16 19:49:01 IST,36.76,71.41,150,4.3,"85km ESE of Fayzabad, Afghanistan",3,6,63918,14,5534
2020-07-16 19:04:47 IST,24.14,94.6,80,4.5,"88km S of Ukhrul, Manipur, India",5,6,103333,12,11432
2020-07-16 18:38:53 IST,33.03,75.9,10,4.1,"90km E of Katra, Jammu and Kashmir, India",0,1,-31220,11,11172
2020-07-16 15:22:31 IST,23.98,96.6,10,3.6,"239km ESE of Ukhrul, Manipur, India",1,5,25907,9,6253
2020-07-16 13:09:30 IST,26.49,90.12,11,2.6,"108km N of Tura, Meghalaya, India",2,3,107875,14,1824
2020-07-16 07:57:38 IST,24.54,92.4,18,4.1,"30km NE of Dharmanagar, Tripura, India",0,9,161399,7,4246
2020-07-16 07:40:29 IST,22.21,70.93,10,4.5,"16km SE of Rajkot, Gujarat, India",2,4,31898,12,7605
2020-07-16 06:51:55 IST,24.65,94.92,15,3.7,"54km SE of Ukhrul, Manipur, India",0,8,103728,13,13047
2020-07-16 04:47:03 IST,31.69,76.21,10,2.3,"59km S of Dharamshala, Himachal Pradesh, India",2,8,81214,8,14525
2020-07-16 02:05:00 IST,34.29,70.04,65,3.7,"81km ESE of Kabul , Afghanistan",1,2,147654,6,9580
2020-07-15 23:04:00 IST,36.97,72.48,134,4.5,"171km E of Fayzabad, Afghanistan",3,6,39109,8,5292
2020-07-15 10:15:36 IST,36.26,70.38,180,4.2,"94km S of Fayzabad, Afghanistan",2,9,121503,9,10417
2020-07-15 05:34:32 IST,36.36,70.29,250,3.4,"85km SSW of Fayzabad, Afghanistan",5,4,67315,4,5076
2020-07-14 22:32:26 IST,36.39,69.43,10,3.3,"127km SW of Fayzabad, Afghanistan",3,4,111151,12,9400
2020-07-14 15:46:37 IST,37.42,68.56,10,3.5,"128km S of Dushanbe, Tajikistan",1,6,103446,9,3694
2020-07-14 14:57:12 IST,23.32,94.35,72,3.9,"105km E of Champhai, Mizoram, India",1,13,87411,11,4041
2020-07-14 13:04:24 IST,36.37,71.17,121,5.5,"98km SE of Fayzabad, Afghanistan",3,6,123890,13,1174
2020-07-14 08:32:59 IST,26.56,94.87,10,3.5,"44km NE of Mokokchung, Nagaland, India",0,8,102182,15,6331
2020-07-13 10:27:50 IST,26.36,91.57,60,2.5,"29km NW of Guwahati, Assam, India",0,8,93359,11,9291
2020-07-13 06:28:44 IST,5.31,94.31,10,5.2,"194km SSE of Campbell Bay, Andaman and Nicobar island, India",1,1,82179,7,11842
2020-07-13 03:40:37 IST,36.01,83.46,30,4.3,"553km NE of Hanley, Jammu & Kashmir, India",1,8,103879,10,12164
2020-07-13 02:36:53 IST,14.64,93.11,27,4.3,"153km N of Diglipur, Andaman and Nicobar island, India",2,4,111102,11,14887
2020-07-13 01:27:54 IST,36.659,67.898,60,3.6,"225km SSW of Dushanbe, Tajikistan",4,4,50542,10,1361
2020-07-12 23:34:10 IST,37.01,73.1,150,3.7,"226km E of Fayzabad, Afghanistan",2,2,82526,3,7422
2020-07-12 20:45:16 IST,36.76,71.01,150,3.6,"55km SE of Fayzabad, Afghanistan",6,6,47240,8,7844
2020-07-12 13:41:28 IST,39.19,72.56,10,3.3,"291km NE of Fayzabad, Afghanistan",1,6,98007,11,12077
2020-07-12 10:31:39 IST,37.99,69.16,10,3.3,"71km SSE of Dushanbe, Tajikistan",2,3,70383,15,4032
2020-07-12 08:19:25 IST,36.29,70.99,108,5,"98km SSE of Fayzabad, Afghanistan",1,5,138539,7,1087
2020-07-11 15:13:13 IST,38.35,73.03,50,3.5,"258km NE of Fayzabad, Afghanistan",3,8,133636,10,4740
2020-07-11 13:03:41 IST,37.44,72.25,174,4.3,"155km ENE of Fayzabad, Afghanistan",3,9,53862,13,14759
2020-07-11 10:27:37 IST,36.58,70.66,178,4.1,"58km S of Fayzabad, Afghanistan",2,3,99884,9,13496
2020-07-11 09:50:06 IST,36.68,70.7,260,4.3,"48km SSE of Fayzabad, Afghanistan",4,2,131925,10,5958
2020-07-10 15:03:45 IST,37.3,71.9,141,4.4,"121km E of Fayzabad, Afghanistan",2,7,91234,7,13150
2020-07-10 09:56:30 IST,28.99,98.73,86.4,4.4,"246km NE of Changlang, Arunachal Pradesh, India",3,6,63589,11,539
2020-07-10 07:18:11 IST,36.89,70.44,215,3,"25km SSW of Fayzabad, Afghanistan",2,6,45379,4,4747
2020-07-10 03:24:57 IST,37.33,68.15,30,3.8,"147km SSW of Dushanbe, Tajikistan",2,6,142713,7,10915
2020-07-10 00:03:06 IST,36.62,69.92,84,3.4,"77km SW of Fayzabad, Afghanistan",1,4,145135,7,3360
2020-07-09 14:28:16 IST,23.3,93.18,10,4.3,"23km SW of Champhai, Mizoram, India",3,6,89602,11,3015
2020-07-09 12:09:59 IST,39.34,69.34,149,4.5,"99km NNE of Dushanbe, Tajikistan",3,10,138306,19,12934
2020-07-09 03:38:21 IST,25.5,91.47,5,2.5,"36km NW of Cherrapunjee, Meghalaya, India",2,4,-48260,8,9258
2020-07-09 00:55:44 IST,36.67,71.51,150,3.6,"97km ESE of Fayzabad, Afghanistan",0,3,166377,14,14835
2020-07-08 14:26:30 IST,26.34,93.15,35,2.7,"49km SE of Tezpur, Assam, India",1,0,92152,7,2063
2020-07-08 07:43:39 IST,35.87,70.78,130,3.4,"138km S of Fayzabad, Afghanistan",1,8,107088,7,5374
2020-07-08 05:19:29 IST,11.68,93.38,150,4.4,"71km E of Portblair, Andaman and Nicobar island, India",5,3,83974,9,4702
2020-07-08 02:12:20 IST,32.98,73.54,10,4.3,"84km WSW of Rajouri, Jammu and Kashmir",1,4,169785,10,13207
2020-07-07 18:41:19 IST,37.64,71.88,143.4,3.4,"132km ENE of Fayzabad, Afghanistan",3,5,46963,10,3866
2020-07-07 14:24:16 IST,37.39,71.02,60,2.8,"52km NE of Fayzabad, Afghanistan",2,3,173723,9,5334
2020-07-07 01:33:16 IST,28.36,92.12,170,3.4,"90km NNE of Tawang, Arunachal Pradesh, India",3,2,119813,17,2185
2020-07-07 01:33:03 IST,37.52,77.72,100,4,"359km NNE of Kargil, Laddakh, India",4,8,131133,7,11642
2020-07-07 01:03:29 IST,31.24,78.46,7,3.2,"57km N of Uttarkashi, Uttarakhand, India",3,4,83539,8,3603
2020-07-07 00:54:27 IST,33.05,73.56,5,4.3,"78km WSW of Rajouri, Jammu and Kashmir",3,3,34589,3,1071
2020-07-06 21:36:26 IST,34.36,68.98,90,4.7,"30km SW of Kabul , Afghanistan",2,8,146525,5,6554
2020-07-06 20:57:29 IST,36.74,71.36,200,4,"82km ESE of Fayzabad, Afghanistan",3,5,115570,11,5902
2020-07-06 20:17:40 IST,36.77,71.33,200,3.8,"78km ESE of Fayzabad, Afghanistan",2,6,168081,14,2705
2020-07-06 07:28:59 IST,38.02,77.75,150,4.2,"411km NNE of Kargil, Laddakh, India",2,7,90311,8,2047
2020-07-05 17:26:37 IST,23.24,93.24,77,4.6,"25km SSW of Champhai, Mizoram, India",5,10,79038,11,13453
2020-07-05 17:11:07 IST,23.56,70.36,27,3.9,"146km NNW of Rajkot, Gujarat, India",4,7,169404,11,1064
2020-07-05 16:02:47 IST,36.28,71.52,30,4.2,"125km SE of Fayzabad, Afghanistan",1,3,195594,12,1534
2020-07-05 13:02:15 IST,36.44,71.15,30,3.7,"90km SE of Fayzabad, Afghanistan",2,3,100467,9,3713
2020-07-05 03:37:30 IST,38.11,74.17,134,4.7,"338km ENE of Fayzabad, Afghanistan",3,7,62362,9,14294
2020-07-04 17:42:17 IST,35.43,82.21,150,4.2,"427km NE of Hanley, Jammu & Kashmir, India",2,3,140526,9,1326
2020-07-04 17:02:49 IST,36.5,71.01,150,4,"78km SSE of Fayzabad, Afghanistan",2,3,87298,9,12249
2020-07-04 15:22:59 IST,39.5,71.05,70,5.4,"221km ENE of Dushanbe, Tajikistan",0,3,129963,13,13386
2020-07-03 19:00:50 IST,28,76.69,35,4.7,"60km SSW of Gurugram, Haryana, India",3,8,87036,8,5699
2020-07-03 14:35:41 IST,23.02,93.53,25,4.6,"52km SSE of Champhai, Mizoram, India",2,2,178200,15,4443
2020-07-03 12:44:56 IST,39.85,77.01,66,4.3,"393km SSE of Bishkek, Kyrgyzstan",3,5,65025,15,10176
2020-07-03 12:26:28 IST,37.79,69.85,15,3.2,"98km NW of Fayzabad, Afghanistan",2,4,124026,15,10554
2020-07-03 05:34:55 IST,36.45,71.1,70,3.9,"87km SE of Fayzabad, Afghanistan",3,2,75564,4,11710
2020-07-02 16:35:14 IST,35,71.6,30,4.2,"197km NW of Islamabad, Pakistan",2,3,85924,8,12466
2020-07-02 14:02:12 IST,32.95,75.86,5,3.6,"86km E of Katra, Jammu and Kashmir, India",2,2,79397,10,4062
2020-07-02 13:10:39 IST,32.93,75.88,5,4.4,"88km E of Katra, Jammu and Kashmir, India",2,6,136930,5,10320
2020-07-02 10:57:52 IST,32.74,69.74,60,4.1,"207km SSE of Kabul , Afghanistan",3,3,145918,16,2066
2020-07-02 09:53:18 IST,36.39,71.11,120,4,"93km SSE of Fayzabad, Afghanistan",2,6,127886,11,7685
2020-07-02 03:07:23 IST,36.05,71.56,252.7,4.2,"147km SE of Fayzabad, Afghanistan",1,5,94600,10,9212
2020-07-01 10:13:03 IST,37.11,71.89,180,4.5,"118km E of Fayzabad, Afghanistan",1,4,107009,12,2467
2020-07-01 04:08:19 IST,25.99,92.2,5,2.6,"39km ENE of Nongpoh, Meghalaya, India",3,6,144886,9,1193
2020-07-01 02:57:51 IST,25.37,91.58,8,2.9,"18km NW of Cherrapunjee, Meghalaya, India",0,6,146465,12,2961
2020-06-30 23:32:27 IST,33.14,76.03,5,4.6,"103km E of Katra, Jammu and Kashmir, India",0,6,-34513,7,6337
2020-06-30 21:53:54 IST,36.82,71.36,167,3.8,"78km ESE of Fayzabad, Afghanistan",3,7,86388,5,13323
2020-06-30 08:56:56 IST,33.13,75.82,10,4,"84km E of Katra, Jammu and Kashmir, India",2,10,88787,11,8002
2020-06-30 05:46:06 IST,28.86,76.47,8.6,2.4,"13km WSW of Rohtak, Haryana, India",2,12,133462,12,11239
2020-06-30 03:14:09 IST,28.83,76.73,5,1.8,"14km ESE of Rohtak, Haryana, India",0,5,96661,6,2653
2020-06-29 18:23:24 IST,37.04,71.47,85,5,"81km E of Fayzabad, Afghanistan",2,7,135959,15,1634
2020-06-29 12:55:30 IST,34.27,71.87,10,4,"126km WNW of Islamabad, Pakistan",1,10,46066,7,3632
2020-06-28 21:53:43 IST,36.65,70.93,18,3.5,"60km SE of Fayzabad, Afghanistan",2,2,113002,11,4742
2020-06-28 18:59:10 IST,36.86,72.78,80,4.3,"199km E of Fayzabad, Afghanistan",3,4,145010,12,8244
2020-06-28 14:49:34 IST,25.1,94.3,59,2.3,"12km WSW of Shirui, Manipur, India",1,6,26280,8,13224
2020-06-28 12:24:59 IST,25.81,90.33,6,3.9,"35km NNE of Tura, Meghalaya, India",5,4,225682,10,6420
2020-06-28 11:24:37 IST,24.74,94.4,60,4,"22km SSW of Ukhrul, Manipur, India",1,5,159544,5,7806
2020-06-28 08:56:25 IST,12.98,92.7,45,4.1,"44km SW of Diglipur, Andaman and Nicobar island, India",2,3,100067,6,118
2020-06-27 21:11:23 IST,28.92,76.58,5,2.4,"3km NW of Rohtak, Haryana, India",2,3,58579,11,548
2020-06-27 16:51:30 IST,37.24,72.42,100,3.8,"166km E of Fayzabad, Afghanistan",1,3,91245,11,1302
2020-06-27 12:32:24 IST,35.05,81.15,170,4.4,"331km NE of Hanley, Jammu & Kashmir, India",3,6,104190,19,10499
2020-06-27 10:03:51 IST,36.51,69.92,75,4.9,"86km SW of Fayzabad, Afghanistan",1,5,122033,7,7318
2020-06-27 08:22:11 IST,36.23,70.53,10,3.6,"96km S of Fayzabad, Afghanistan",1,9,175033,11,2934
2020-06-26 21:35:11 IST,20.96,94.32,68,4.5,"199km WSW of Burma, Myanmar",1,1,76195,5,8909
2020-06-26 20:15:11 IST,36,74.82,25,4.5,"200km NW of Kargil, Laddakh, India",1,5,128135,6,8191
2020-06-26 18:57:16 IST,25.38,89.43,10,3.3,"79km W of Tura, Meghalaya, India",4,6,35378,17,1377
2020-06-26 15:32:36 IST,28.83,76.77,10,2.8,"17km ESE of Rohtak, Haryana, India",0,5,79319,12,9624
2020-06-26 07:00:59 IST,35.72,82.35,10,4.5,"459km NE of Hanley, Jammu & Kashmir, India",1,8,118835,13,11518
2020-06-26 04:38:00 IST,35.58,82.35,173,4.3,"448km NE of Hanley, Jammu & Kashmir, India",1,4,134563,7,4333
2020-06-26 04:21:46 IST,35.64,82.56,40,4.4,"466km NE of Hanley, Jammu & Kashmir, India",1,6,62338,10,10327
2020-06-26 02:47:07 IST,35.31,82.46,10,5,"434km NE of Hanley, Jammu & Kashmir, India",1,5,77960,6,3035
2020-06-26 02:35:19 IST,35.57,82.42,10,6.1,"451km NE of Hanley, Jammu & Kashmir, India",1,7,173027,8,11363
2020-06-26 01:59:45 IST,35.54,82.23,174,4.6,"437km NE of Hanley, Jammu & Kashmir, India",0,4,158095,15,13681
2020-06-25 20:18:02 IST,36.49,70.56,240,4,"67km S of Fayzabad, Afghanistan",3,7,110422,12,6655
2020-06-25 15:48:55 IST,24.83,92.54,58,2.8,"63km NE of Dharmanagar, Tripura, India",0,4,-11832,9,3707
2020-06-25 03:03:41 IST,26.17,94.24,6,3.8,"9km NNW of Wokha, Nagaland, India",3,5,225556,9,6017
2020-06-25 01:30:11 IST,28.98,76.72,7,2.2,"14km NE of Rohtak, Haryana, India",1,5,99003,6,3788
2020-06-25 01:14:44 IST,23.26,93.34,136,4.5,"21km S of Champhai, Mizoram, India",6,5,84371,10,68
2020-06-25 00:45:50 IST,23.47,94.07,100,4.2,"75km E of Champhai, Mizoram, India",1,6,73882,12,9774
2020-06-24 19:19:26 IST,33.14,70.71,60,4.3,"209km SE of Kabul , Afghanistan",2,5,118818,14,685
2020-06-24 19:19:26 IST,33.13,70.7,10,4.3,"210km SE of Kabul , Afghanistan",1,3,119329,9,3195
2020-06-24 12:58:13 IST,28.83,76.75,5,2.8,"15km ESE of Rohtak, Haryana, India",1,3,147531,11,10850
2020-06-24 09:01:01 IST,37.48,69.42,10,3.1,"108km WNW of Fayzabad, Afghanistan",4,5,53696,14,10002
2020-06-24 08:02:36 IST,23.18,93.25,10,4.1,"31km SSW of Champhai, Mizoram, India",1,4,84375,10,1146
2020-06-23 23:03:48 IST,22.89,93.64,10,3.2,"70km SSE of Champhai, Mizoram, India",2,5,201527,10,9917
2020-06-23 19:17:37 IST,23.01,93.03,25,3.7,"39km SE of Thenzawl, Mizoram, India",3,2,111229,15,13962
2020-06-23 17:28:07 IST,19.54,77.1,5,3.3,"129km S of Akola,Maharashtra,India",0,8,91373,8,1163
2020-06-23 08:48:25 IST,37.1,71.66,125,3.3,"98km E of Fayzabad, Afghanistan",1,4,52919,12,6264
2020-06-22 19:07:18 IST,38.73,70.7,10,4.8,"167km E of Dushanbe, Tajikistan",1,1,125296,5,10955
2020-06-22 16:40:00 IST,19.33,83.14,5,3.6,"122km ENE of Jagdalpur, Chhattisgarh, India",1,3,151550,12,10032
2020-06-22 12:40:24 IST,25.77,94.54,6.6,2.8,"44km ENE of Kohima, Nagaland, India",3,6,143729,10,3436
2020-06-22 09:37:57 IST,37.66,71.53,30,4.1,"106km NE of Fayzabad, Afghanistan",1,7,87059,13,2487
2020-06-22 04:10:52 IST,23.22,93.24,20,5.5,"27km SSW of Champhai, Mizoram, India",2,5,118062,5,11774
2020-06-22 00:10:16 IST,37.09,71.16,58,4.3,"54km E of Fayzabad, Afghanistan",3,3,183582,12,14345
2020-06-21 23:45:57 IST,35.99,69.25,140,3.9,"159km N of Kabul , Afghanistan",1,5,153544,9,11525
